order_id,website_session_id,user_id,session_creation,order_creation,duration(mins),is_repeat_session,utm_source,utm_campaign,utm_content,device_type
14198,237613,204242,2014-04-28 12:33,2014-04-28 12:46,13,0,gsearch,nonbrand,g_ad_1,desktop
14199,237617,202330,2014-04-28 12:38,2014-04-28 12:53,15,1,NULL,NULL,NULL,desktop
14201,237626,204251,2014-04-28 12:50,2014-04-28 13:10,20,0,gsearch,nonbrand,g_ad_1,desktop
14200,237628,204253,2014-04-28 12:51,2014-04-28 13:02,11,0,NULL,NULL,NULL,desktop
14202,237629,204254,2014-04-28 12:54,2014-04-28 13:12,18,0,gsearch,nonbrand,g_ad_1,mobile
14203,237639,176729,2014-04-28 13:09,2014-04-28 13:23,14,1,NULL,NULL,NULL,desktop
14204,237642,204264,2014-04-28 13:12,2014-04-28 13:29,17,0,gsearch,nonbrand,g_ad_1,desktop
14206,237660,204280,2014-04-28 13:31,2014-04-28 13:49,18,0,gsearch,nonbrand,g_ad_1,mobile
14205,237663,204283,2014-04-28 13:32,2014-04-28 13:48,16,0,NULL,NULL,NULL,desktop
14207,237666,204286,2014-04-28 13:39,2014-04-28 13:54,15,0,bsearch,nonbrand,b_ad_1,desktop
14208,237689,204303,2014-04-28 14:20,2014-04-28 14:38,18,0,gsearch,nonbrand,g_ad_1,mobile
14209,237693,204307,2014-04-28 14:32,2014-04-28 14:43,11,0,gsearch,nonbrand,g_ad_1,desktop
14210,237704,204312,2014-04-28 14:56,2014-04-28 15:16,20,0,gsearch,nonbrand,g_ad_1,desktop
14211,237707,204314,2014-04-28 15:04,2014-04-28 15:23,19,0,NULL,NULL,NULL,desktop
14212,237724,204326,2014-04-28 15:25,2014-04-28 15:40,15,0,gsearch,nonbrand,g_ad_1,desktop
14213,237737,204336,2014-04-28 15:37,2014-04-28 15:54,17,0,gsearch,nonbrand,g_ad_1,desktop
14215,237758,204356,2014-04-28 16:05,2014-04-28 16:20,15,0,gsearch,brand,g_ad_2,desktop
14214,237760,204358,2014-04-28 16:07,2014-04-28 16:20,13,0,gsearch,nonbrand,g_ad_1,desktop
14216,237818,204404,2014-04-28 17:28,2014-04-28 17:39,11,0,NULL,NULL,NULL,desktop
14217,237842,188722,2014-04-28 17:56,2014-04-28 18:14,18,1,gsearch,brand,g_ad_2,desktop
14218,237870,188725,2014-04-28 18:55,2014-04-28 19:14,19,1,NULL,NULL,NULL,desktop
14219,237875,204450,2014-04-28 19:08,2014-04-28 19:24,16,0,bsearch,nonbrand,b_ad_1,desktop
14220,237878,204451,2014-04-28 19:22,2014-04-28 19:37,15,0,gsearch,nonbrand,g_ad_1,desktop
14221,237895,204466,2014-04-28 19:54,2014-04-28 20:07,13,0,gsearch,nonbrand,g_ad_1,mobile
14222,237896,204467,2014-04-28 19:56,2014-04-28 20:11,15,0,gsearch,nonbrand,g_ad_1,desktop
14223,237914,190460,2014-04-28 20:24,2014-04-28 20:42,18,1,gsearch,brand,g_ad_2,desktop
14224,237925,197270,2014-04-28 20:44,2014-04-28 20:54,10,1,NULL,NULL,NULL,desktop
14225,237949,186710,2014-04-28 21:59,2014-04-28 22:09,10,1,gsearch,brand,g_ad_2,desktop
14226,237960,202414,2014-04-28 22:48,2014-04-28 22:59,11,1,NULL,NULL,NULL,desktop
14227,237984,191763,2014-04-29 00:31,2014-04-29 00:46,15,1,gsearch,brand,g_ad_2,mobile
14228,238003,203696,2014-04-29 03:19,2014-04-29 03:33,14,1,gsearch,brand,g_ad_2,mobile
14229,238008,171769,2014-04-29 03:50,2014-04-29 04:00,10,1,gsearch,brand,g_ad_2,mobile
14230,238031,204574,2014-04-29 05:10,2014-04-29 05:24,14,0,gsearch,nonbrand,g_ad_1,mobile
14231,238042,204584,2014-04-29 05:45,2014-04-29 06:01,16,0,gsearch,nonbrand,g_ad_1,mobile
14232,238051,204592,2014-04-29 07:01,2014-04-29 07:14,13,0,gsearch,nonbrand,g_ad_1,mobile
14233,238052,176400,2014-04-29 07:10,2014-04-29 07:23,13,1,NULL,NULL,NULL,desktop
14235,238063,204602,2014-04-29 07:29,2014-04-29 07:47,18,0,gsearch,nonbrand,g_ad_1,desktop
14234,238064,204603,2014-04-29 07:29,2014-04-29 07:45,16,0,gsearch,nonbrand,g_ad_1,desktop
14236,238070,196603,2014-04-29 07:54,2014-04-29 08:10,16,1,NULL,NULL,NULL,desktop
14237,238077,204614,2014-04-29 08:13,2014-04-29 08:33,20,0,gsearch,nonbrand,g_ad_1,mobile
14238,238101,200117,2014-04-29 08:52,2014-04-29 09:09,17,1,NULL,NULL,NULL,desktop
14239,238123,204651,2014-04-29 09:30,2014-04-29 09:45,15,0,gsearch,nonbrand,g_ad_1,desktop
14240,238129,204657,2014-04-29 09:38,2014-04-29 09:54,16,0,gsearch,nonbrand,g_ad_1,desktop
14241,238135,204663,2014-04-29 09:50,2014-04-29 10:05,15,0,bsearch,nonbrand,b_ad_1,desktop
14242,238138,204665,2014-04-29 10:01,2014-04-29 10:16,15,0,bsearch,nonbrand,b_ad_1,desktop
14243,238139,204666,2014-04-29 10:02,2014-04-29 10:19,17,0,gsearch,nonbrand,g_ad_1,desktop
14244,238145,204669,2014-04-29 10:10,2014-04-29 10:23,13,0,bsearch,nonbrand,b_ad_1,desktop
14246,238155,204679,2014-04-29 10:26,2014-04-29 10:44,18,0,bsearch,nonbrand,b_ad_1,desktop
14245,238158,204682,2014-04-29 10:29,2014-04-29 10:40,11,0,gsearch,nonbrand,g_ad_1,desktop
14247,238178,204698,2014-04-29 10:57,2014-04-29 11:15,18,0,gsearch,nonbrand,g_ad_1,mobile
14248,238185,204704,2014-04-29 11:04,2014-04-29 11:17,13,0,gsearch,nonbrand,g_ad_1,desktop
14249,238204,204720,2014-04-29 11:26,2014-04-29 11:40,14,0,gsearch,nonbrand,g_ad_1,desktop
14250,238209,204723,2014-04-29 11:35,2014-04-29 11:52,17,0,bsearch,nonbrand,b_ad_1,desktop
14251,238225,204737,2014-04-29 12:00,2014-04-29 12:20,20,0,gsearch,nonbrand,g_ad_1,desktop
14252,238239,204751,2014-04-29 12:26,2014-04-29 12:39,13,0,gsearch,nonbrand,g_ad_1,desktop
14253,238252,204763,2014-04-29 12:39,2014-04-29 12:57,18,0,NULL,NULL,NULL,desktop
14257,238269,204777,2014-04-29 12:58,2014-04-29 13:18,20,0,bsearch,nonbrand,b_ad_1,desktop
14255,238271,204778,2014-04-29 12:59,2014-04-29 13:11,12,0,gsearch,nonbrand,g_ad_1,mobile
14254,238274,204781,2014-04-29 13:00,2014-04-29 13:08,8,0,gsearch,nonbrand,g_ad_1,desktop
14256,238275,204782,2014-04-29 13:02,2014-04-29 13:16,14,0,gsearch,nonbrand,g_ad_1,mobile
14258,238283,204788,2014-04-29 13:13,2014-04-29 13:28,15,0,gsearch,nonbrand,g_ad_1,mobile
14260,238292,196170,2014-04-29 13:22,2014-04-29 13:34,12,1,NULL,NULL,NULL,desktop
14259,238293,204795,2014-04-29 13:22,2014-04-29 13:33,11,0,gsearch,nonbrand,g_ad_1,desktop
14261,238297,199250,2014-04-29 13:25,2014-04-29 13:37,12,1,NULL,NULL,NULL,desktop
14263,238311,204810,2014-04-29 13:47,2014-04-29 14:07,20,0,gsearch,brand,g_ad_2,desktop
14262,238315,204811,2014-04-29 13:51,2014-04-29 14:00,9,0,gsearch,nonbrand,g_ad_1,desktop
14264,238338,204830,2014-04-29 14:27,2014-04-29 14:41,14,0,gsearch,nonbrand,g_ad_1,mobile
14265,238361,204849,2014-04-29 14:55,2014-04-29 15:07,12,0,gsearch,nonbrand,g_ad_1,mobile
14266,238378,204863,2014-04-29 15:15,2014-04-29 15:29,14,0,gsearch,nonbrand,g_ad_1,desktop
14267,238410,204888,2014-04-29 15:47,2014-04-29 15:57,10,0,bsearch,nonbrand,b_ad_1,desktop
14268,238414,204892,2014-04-29 15:52,2014-04-29 16:01,9,0,NULL,NULL,NULL,desktop
14269,238419,182559,2014-04-29 15:59,2014-04-29 16:15,16,1,NULL,NULL,NULL,desktop
14270,238432,204906,2014-04-29 16:19,2014-04-29 16:32,13,0,bsearch,nonbrand,b_ad_1,desktop
14271,238467,183893,2014-04-29 16:52,2014-04-29 17:06,14,1,NULL,NULL,NULL,desktop
14272,238474,204941,2014-04-29 16:58,2014-04-29 17:10,12,0,bsearch,nonbrand,b_ad_1,desktop
14273,238503,204965,2014-04-29 17:33,2014-04-29 17:48,15,0,NULL,NULL,NULL,mobile
14274,238519,204977,2014-04-29 18:03,2014-04-29 18:23,20,0,NULL,NULL,NULL,desktop
14275,238535,204991,2014-04-29 18:41,2014-04-29 19:03,22,0,bsearch,brand,b_ad_2,desktop
14276,238542,204997,2014-04-29 18:52,2014-04-29 19:09,17,0,gsearch,nonbrand,g_ad_1,desktop
14277,238553,205008,2014-04-29 19:10,2014-04-29 19:26,16,0,gsearch,nonbrand,g_ad_1,mobile
14278,238563,205018,2014-04-29 19:34,2014-04-29 19:52,18,0,gsearch,nonbrand,g_ad_1,desktop
14279,238587,205038,2014-04-29 20:41,2014-04-29 21:00,19,0,gsearch,nonbrand,g_ad_1,desktop
14280,238592,205042,2014-04-29 20:57,2014-04-29 21:12,15,0,bsearch,nonbrand,b_ad_1,desktop
14281,238598,205048,2014-04-29 21:08,2014-04-29 21:27,19,0,gsearch,nonbrand,g_ad_1,desktop
14282,238600,179450,2014-04-29 21:17,2014-04-29 21:34,17,1,NULL,NULL,NULL,desktop
14283,238608,205056,2014-04-29 21:41,2014-04-29 21:58,17,0,gsearch,nonbrand,g_ad_1,desktop
14284,238632,205078,2014-04-29 22:45,2014-04-29 22:55,10,0,gsearch,nonbrand,g_ad_1,desktop
14285,238654,193459,2014-04-29 23:16,2014-04-29 23:33,17,1,gsearch,brand,g_ad_2,desktop
14286,238681,205123,2014-04-30 00:56,2014-04-30 01:10,14,0,NULL,NULL,NULL,desktop
14287,238690,205131,2014-04-30 01:56,2014-04-30 02:10,14,0,gsearch,nonbrand,g_ad_1,mobile
14288,238698,205139,2014-04-30 02:50,2014-04-30 03:01,11,0,gsearch,nonbrand,g_ad_1,desktop
14289,238710,205146,2014-04-30 04:25,2014-04-30 04:39,14,0,gsearch,nonbrand,g_ad_1,desktop
14290,238729,205162,2014-04-30 05:40,2014-04-30 05:51,11,0,bsearch,nonbrand,b_ad_1,desktop
14291,238741,205170,2014-04-30 06:20,2014-04-30 06:39,19,0,gsearch,nonbrand,g_ad_1,desktop
14292,238744,205173,2014-04-30 06:31,2014-04-30 06:48,17,0,gsearch,nonbrand,g_ad_1,mobile
14293,238746,205175,2014-04-30 06:42,2014-04-30 06:56,14,0,gsearch,nonbrand,g_ad_1,mobile
14294,238761,186576,2014-04-30 07:28,2014-04-30 07:37,9,1,NULL,NULL,NULL,desktop
14295,238771,205197,2014-04-30 08:07,2014-04-30 08:23,16,0,gsearch,nonbrand,g_ad_1,mobile
14296,238774,205200,2014-04-30 08:19,2014-04-30 08:31,12,0,bsearch,nonbrand,b_ad_1,desktop
14297,238798,191103,2014-04-30 09:03,2014-04-30 09:24,21,1,gsearch,brand,g_ad_2,mobile
14298,238822,205236,2014-04-30 09:51,2014-04-30 10:09,18,0,gsearch,nonbrand,g_ad_1,desktop
14299,238830,205243,2014-04-30 10:00,2014-04-30 10:19,19,0,gsearch,nonbrand,g_ad_1,mobile
14300,238850,205259,2014-04-30 10:23,2014-04-30 10:37,14,0,gsearch,nonbrand,g_ad_1,mobile
14301,238868,205277,2014-04-30 10:45,2014-04-30 11:01,16,0,NULL,NULL,NULL,desktop
14302,238897,200343,2014-04-30 11:12,2014-04-30 11:25,13,1,bsearch,brand,b_ad_2,desktop
14304,238929,205330,2014-04-30 12:00,2014-04-30 12:13,13,0,gsearch,nonbrand,g_ad_1,desktop
14303,238931,205331,2014-04-30 12:03,2014-04-30 12:11,8,0,gsearch,brand,g_ad_2,mobile
14305,238937,205337,2014-04-30 12:06,2014-04-30 12:17,11,0,gsearch,nonbrand,g_ad_1,desktop
14306,238942,205342,2014-04-30 12:16,2014-04-30 12:34,18,0,gsearch,brand,g_ad_2,desktop
14308,238952,205350,2014-04-30 12:28,2014-04-30 12:44,16,0,bsearch,nonbrand,b_ad_1,desktop
14307,238960,205358,2014-04-30 12:31,2014-04-30 12:42,11,0,gsearch,nonbrand,g_ad_1,desktop
14309,238961,205359,2014-04-30 12:32,2014-04-30 12:45,13,0,gsearch,nonbrand,g_ad_1,mobile
14310,238965,205363,2014-04-30 12:34,2014-04-30 12:53,19,0,NULL,NULL,NULL,desktop
14311,238976,205373,2014-04-30 12:51,2014-04-30 13:04,13,0,bsearch,nonbrand,b_ad_1,desktop
14312,238980,186232,2014-04-30 12:55,2014-04-30 13:06,11,1,gsearch,brand,g_ad_2,desktop
14313,239002,205397,2014-04-30 13:16,2014-04-30 13:27,11,0,gsearch,nonbrand,g_ad_1,desktop
14314,239008,178962,2014-04-30 13:21,2014-04-30 13:36,15,1,bsearch,brand,b_ad_2,desktop
14315,239018,205408,2014-04-30 13:39,2014-04-30 13:51,12,0,gsearch,nonbrand,g_ad_1,mobile
14316,239029,205419,2014-04-30 13:48,2014-04-30 14:04,16,0,NULL,NULL,NULL,desktop
14317,239034,205424,2014-04-30 13:54,2014-04-30 14:10,16,0,gsearch,nonbrand,g_ad_1,desktop
14318,239081,205462,2014-04-30 15:08,2014-04-30 15:22,14,0,gsearch,brand,g_ad_2,desktop
14319,239094,190274,2014-04-30 15:29,2014-04-30 15:39,10,1,NULL,NULL,NULL,desktop
14320,239109,205485,2014-04-30 15:49,2014-04-30 16:03,14,0,gsearch,nonbrand,g_ad_1,desktop
14322,239120,205494,2014-04-30 16:02,2014-04-30 16:20,18,0,bsearch,nonbrand,b_ad_1,desktop
14321,239121,205495,2014-04-30 16:03,2014-04-30 16:14,11,0,bsearch,nonbrand,b_ad_1,desktop
14323,239126,205500,2014-04-30 16:07,2014-04-30 16:21,14,0,gsearch,nonbrand,g_ad_1,desktop
14324,239128,205502,2014-04-30 16:09,2014-04-30 16:23,14,0,gsearch,brand,g_ad_2,mobile
14325,239135,205509,2014-04-30 16:17,2014-04-30 16:26,9,0,gsearch,nonbrand,g_ad_1,mobile
14326,239142,170963,2014-04-30 16:24,2014-04-30 16:37,13,1,NULL,NULL,NULL,desktop
14328,239143,205514,2014-04-30 16:25,2014-04-30 16:39,14,0,gsearch,nonbrand,g_ad_1,desktop
14327,239144,205515,2014-04-30 16:26,2014-04-30 16:38,12,0,gsearch,nonbrand,g_ad_1,desktop
14329,239145,205516,2014-04-30 16:28,2014-04-30 16:47,19,0,gsearch,nonbrand,g_ad_1,mobile
14331,239149,205518,2014-04-30 16:34,2014-04-30 16:48,14,0,gsearch,nonbrand,g_ad_1,desktop
14330,239150,205519,2014-04-30 16:35,2014-04-30 16:47,12,0,gsearch,nonbrand,g_ad_1,desktop
14332,239163,177924,2014-04-30 16:49,2014-04-30 17:09,20,1,NULL,NULL,NULL,mobile
14333,239175,205537,2014-04-30 17:02,2014-04-30 17:16,14,0,gsearch,nonbrand,g_ad_1,desktop
14334,239181,180362,2014-04-30 17:08,2014-04-30 17:23,15,1,gsearch,brand,g_ad_2,desktop
14336,239190,205549,2014-04-30 17:25,2014-04-30 17:46,21,0,bsearch,brand,b_ad_2,desktop
14335,239191,205550,2014-04-30 17:27,2014-04-30 17:36,9,0,NULL,NULL,NULL,desktop
14337,239213,205567,2014-04-30 17:52,2014-04-30 18:05,13,0,gsearch,nonbrand,g_ad_1,mobile
14338,239255,205603,2014-04-30 18:49,2014-04-30 19:01,12,0,gsearch,nonbrand,g_ad_1,desktop
14339,239261,205607,2014-04-30 18:57,2014-04-30 19:13,16,0,bsearch,brand,b_ad_2,desktop
14340,239282,205624,2014-04-30 19:41,2014-04-30 19:51,10,0,gsearch,nonbrand,g_ad_1,mobile
14341,239332,205665,2014-04-30 21:44,2014-04-30 22:06,22,0,gsearch,nonbrand,g_ad_1,desktop
14342,239347,162805,2014-04-30 22:16,2014-04-30 22:31,15,1,NULL,NULL,NULL,desktop
14343,239372,205695,2014-04-30 23:25,2014-04-30 23:40,15,0,NULL,NULL,NULL,desktop
14344,239385,205707,2014-05-01 00:06,2014-05-01 00:24,18,0,NULL,NULL,NULL,desktop
14345,239389,205711,2014-05-01 00:20,2014-05-01 00:36,16,0,gsearch,brand,g_ad_2,mobile
14346,239424,205738,2014-05-01 03:00,2014-05-01 03:17,17,0,gsearch,nonbrand,g_ad_1,mobile
14347,239448,205760,2014-05-01 05:34,2014-05-01 05:51,17,0,gsearch,nonbrand,g_ad_1,desktop
14348,239458,205770,2014-05-01 06:15,2014-05-01 06:25,10,0,gsearch,nonbrand,g_ad_1,mobile
14349,239459,205771,2014-05-01 06:17,2014-05-01 06:32,15,0,gsearch,nonbrand,g_ad_1,desktop
14350,239516,205818,2014-05-01 08:38,2014-05-01 08:51,13,0,gsearch,nonbrand,g_ad_1,desktop
14352,239523,205825,2014-05-01 08:55,2014-05-01 09:11,16,0,gsearch,nonbrand,g_ad_1,desktop
14351,239524,205826,2014-05-01 08:56,2014-05-01 09:06,10,0,gsearch,nonbrand,g_ad_1,desktop
14353,239528,205830,2014-05-01 08:59,2014-05-01 09:15,16,0,gsearch,nonbrand,g_ad_1,desktop
14354,239536,205837,2014-05-01 09:17,2014-05-01 09:31,14,0,gsearch,nonbrand,g_ad_1,desktop
14355,239558,205856,2014-05-01 09:52,2014-05-01 10:07,15,0,gsearch,nonbrand,g_ad_1,desktop
14357,239565,201230,2014-05-01 10:04,2014-05-01 10:21,17,1,NULL,NULL,NULL,desktop
14356,239566,205861,2014-05-01 10:04,2014-05-01 10:15,11,0,gsearch,nonbrand,g_ad_1,desktop
14358,239585,205877,2014-05-01 10:24,2014-05-01 10:37,13,0,gsearch,nonbrand,g_ad_1,desktop
14359,239593,205884,2014-05-01 10:35,2014-05-01 10:53,18,0,bsearch,nonbrand,b_ad_1,desktop
14360,239603,205893,2014-05-01 10:48,2014-05-01 10:59,11,0,NULL,NULL,NULL,desktop
14361,239604,205894,2014-05-01 10:50,2014-05-01 11:02,12,0,bsearch,brand,b_ad_2,desktop
14362,239608,194539,2014-05-01 10:56,2014-05-01 11:13,17,1,NULL,NULL,NULL,desktop
14363,239623,205908,2014-05-01 11:26,2014-05-01 11:37,11,0,gsearch,nonbrand,g_ad_1,desktop
14364,239631,187908,2014-05-01 11:32,2014-05-01 11:47,15,1,gsearch,brand,g_ad_2,desktop
14365,239644,205921,2014-05-01 11:47,2014-05-01 12:03,16,0,gsearch,nonbrand,g_ad_1,desktop
14366,239651,205928,2014-05-01 11:55,2014-05-01 12:09,14,0,gsearch,nonbrand,g_ad_1,desktop
14367,239657,205934,2014-05-01 12:07,2014-05-01 12:23,16,0,gsearch,nonbrand,g_ad_1,mobile
14368,239659,205936,2014-05-01 12:11,2014-05-01 12:27,16,0,gsearch,nonbrand,g_ad_1,desktop
14369,239683,205957,2014-05-01 12:38,2014-05-01 12:52,14,0,gsearch,nonbrand,g_ad_1,desktop
14370,239731,205992,2014-05-01 13:43,2014-05-01 13:57,14,0,gsearch,nonbrand,g_ad_1,mobile
14371,239759,206013,2014-05-01 14:22,2014-05-01 14:35,13,0,bsearch,nonbrand,b_ad_1,desktop
14372,239763,206016,2014-05-01 14:28,2014-05-01 14:42,14,0,gsearch,nonbrand,g_ad_1,desktop
14373,239791,159380,2014-05-01 15:16,2014-05-01 15:29,13,1,gsearch,brand,g_ad_2,desktop
14374,239792,206037,2014-05-01 15:17,2014-05-01 15:30,13,0,gsearch,nonbrand,g_ad_1,desktop
14376,239805,200217,2014-05-01 15:43,2014-05-01 16:01,18,1,NULL,NULL,NULL,desktop
14375,239809,206048,2014-05-01 15:48,2014-05-01 15:57,9,0,gsearch,nonbrand,g_ad_1,mobile
14377,239812,206049,2014-05-01 15:54,2014-05-01 16:05,11,0,gsearch,nonbrand,g_ad_1,desktop
14378,239819,172748,2014-05-01 16:03,2014-05-01 16:15,12,1,NULL,NULL,NULL,desktop
14379,239823,206057,2014-05-01 16:13,2014-05-01 16:24,11,0,NULL,NULL,NULL,desktop
14380,239848,206080,2014-05-01 16:51,2014-05-01 17:11,20,0,gsearch,nonbrand,g_ad_1,desktop
14381,239854,174892,2014-05-01 16:58,2014-05-01 17:14,16,1,NULL,NULL,NULL,desktop
14383,239861,206091,2014-05-01 17:07,2014-05-01 17:22,15,0,gsearch,brand,g_ad_2,desktop
14384,239862,206092,2014-05-01 17:09,2014-05-01 17:27,18,0,gsearch,nonbrand,g_ad_1,desktop
14382,239863,206093,2014-05-01 17:09,2014-05-01 17:20,11,0,gsearch,nonbrand,g_ad_1,desktop
14385,239890,206116,2014-05-01 17:50,2014-05-01 18:05,15,0,NULL,NULL,NULL,desktop
14386,239926,179251,2014-05-01 18:42,2014-05-01 18:55,13,1,NULL,NULL,NULL,desktop
14388,239929,206148,2014-05-01 18:47,2014-05-01 19:03,16,0,gsearch,nonbrand,g_ad_1,desktop
14387,239931,206150,2014-05-01 18:48,2014-05-01 19:00,12,0,gsearch,nonbrand,g_ad_1,desktop
14389,239954,206167,2014-05-01 19:36,2014-05-01 19:52,16,0,gsearch,nonbrand,g_ad_1,mobile
14390,239970,206179,2014-05-01 20:05,2014-05-01 20:18,13,0,gsearch,nonbrand,g_ad_1,desktop
14391,239993,206198,2014-05-01 20:46,2014-05-01 21:00,14,0,gsearch,nonbrand,g_ad_1,desktop
14392,239995,206199,2014-05-01 20:49,2014-05-01 21:02,13,0,gsearch,nonbrand,g_ad_1,desktop
14393,240024,189965,2014-05-01 22:08,2014-05-01 22:20,12,1,NULL,NULL,NULL,desktop
14394,240050,180330,2014-05-01 23:06,2014-05-01 23:19,13,1,bsearch,brand,b_ad_2,desktop
14396,240052,206248,2014-05-01 23:12,2014-05-01 23:28,16,0,NULL,NULL,NULL,desktop
14395,240053,206249,2014-05-01 23:13,2014-05-01 23:24,11,0,gsearch,nonbrand,g_ad_1,desktop
14397,240056,206252,2014-05-01 23:24,2014-05-01 23:37,13,0,gsearch,nonbrand,g_ad_1,desktop
14398,240060,206255,2014-05-01 23:40,2014-05-01 23:55,15,0,gsearch,nonbrand,g_ad_1,desktop
14399,240078,195359,2014-05-02 00:38,2014-05-02 00:53,15,1,NULL,NULL,NULL,desktop
14400,240089,206281,2014-05-02 01:05,2014-05-02 01:20,15,0,gsearch,nonbrand,g_ad_1,desktop
14401,240113,206299,2014-05-02 03:12,2014-05-02 03:20,8,0,gsearch,nonbrand,g_ad_1,desktop
14402,240118,206304,2014-05-02 03:54,2014-05-02 04:09,15,0,NULL,NULL,NULL,desktop
14403,240120,206306,2014-05-02 04:20,2014-05-02 04:35,15,0,gsearch,nonbrand,g_ad_1,desktop
14404,240144,206328,2014-05-02 06:16,2014-05-02 06:30,14,0,gsearch,nonbrand,g_ad_1,desktop
14405,240166,206347,2014-05-02 07:47,2014-05-02 08:04,17,0,gsearch,nonbrand,g_ad_1,desktop
14406,240171,206352,2014-05-02 07:56,2014-05-02 08:13,17,0,gsearch,nonbrand,g_ad_1,desktop
14407,240172,206353,2014-05-02 08:03,2014-05-02 08:18,15,0,bsearch,nonbrand,b_ad_1,desktop
14408,240175,206355,2014-05-02 08:08,2014-05-02 08:22,14,0,gsearch,nonbrand,g_ad_1,desktop
14409,240201,206374,2014-05-02 09:02,2014-05-02 09:13,11,0,gsearch,nonbrand,g_ad_1,desktop
14410,240217,206388,2014-05-02 09:28,2014-05-02 09:41,13,0,gsearch,nonbrand,g_ad_1,mobile
14411,240223,206394,2014-05-02 09:35,2014-05-02 09:57,22,0,bsearch,nonbrand,b_ad_1,desktop
14412,240233,159946,2014-05-02 09:47,2014-05-02 10:05,18,1,gsearch,brand,g_ad_2,desktop
14413,240255,203072,2014-05-02 10:14,2014-05-02 10:29,15,1,gsearch,brand,g_ad_2,desktop
14414,240258,206424,2014-05-02 10:16,2014-05-02 10:32,16,0,bsearch,nonbrand,b_ad_1,mobile
14416,240285,206444,2014-05-02 10:45,2014-05-02 11:06,21,0,gsearch,nonbrand,g_ad_1,desktop
14415,240287,206446,2014-05-02 10:48,2014-05-02 11:01,13,0,bsearch,nonbrand,b_ad_1,desktop
14417,240307,197835,2014-05-02 11:08,2014-05-02 11:21,13,1,NULL,NULL,NULL,desktop
14418,240311,206463,2014-05-02 11:11,2014-05-02 11:25,14,0,gsearch,nonbrand,g_ad_1,desktop
14419,240320,206472,2014-05-02 11:26,2014-05-02 11:44,18,0,gsearch,nonbrand,g_ad_1,desktop
14420,240342,206491,2014-05-02 11:57,2014-05-02 12:10,13,0,NULL,NULL,NULL,desktop
14421,240343,206492,2014-05-02 11:57,2014-05-02 12:12,15,0,gsearch,nonbrand,g_ad_1,mobile
14422,240359,206505,2014-05-02 12:28,2014-05-02 12:43,15,0,NULL,NULL,NULL,desktop
14423,240393,206537,2014-05-02 12:59,2014-05-02 13:17,18,0,bsearch,nonbrand,b_ad_1,desktop
14424,240395,206539,2014-05-02 13:02,2014-05-02 13:21,19,0,gsearch,nonbrand,g_ad_1,desktop
14425,240420,206560,2014-05-02 13:25,2014-05-02 13:38,13,0,gsearch,nonbrand,g_ad_1,desktop
14426,240423,206563,2014-05-02 13:27,2014-05-02 13:45,18,0,NULL,NULL,NULL,mobile
14427,240436,186750,2014-05-02 13:56,2014-05-02 14:15,19,1,NULL,NULL,NULL,desktop
14428,240443,206577,2014-05-02 14:03,2014-05-02 14:20,17,0,gsearch,nonbrand,g_ad_1,desktop
14429,240465,206595,2014-05-02 14:24,2014-05-02 14:42,18,0,bsearch,nonbrand,b_ad_1,mobile
14430,240475,206602,2014-05-02 14:37,2014-05-02 14:47,10,0,gsearch,nonbrand,g_ad_1,desktop
14431,240492,206618,2014-05-02 15:01,2014-05-02 15:15,14,0,gsearch,nonbrand,g_ad_1,desktop
14432,240509,206632,2014-05-02 15:22,2014-05-02 15:38,16,0,gsearch,nonbrand,g_ad_1,desktop
14433,240519,206641,2014-05-02 15:36,2014-05-02 15:52,16,0,gsearch,nonbrand,g_ad_1,desktop
14434,240524,206645,2014-05-02 15:45,2014-05-02 16:00,15,0,gsearch,nonbrand,g_ad_1,desktop
14435,240534,206651,2014-05-02 16:06,2014-05-02 16:19,13,0,gsearch,nonbrand,g_ad_1,desktop
14436,240537,206654,2014-05-02 16:14,2014-05-02 16:35,21,0,gsearch,nonbrand,g_ad_1,mobile
14437,240575,206685,2014-05-02 17:15,2014-05-02 17:28,13,0,gsearch,nonbrand,g_ad_1,desktop
14438,240581,206690,2014-05-02 17:31,2014-05-02 17:48,17,0,gsearch,nonbrand,g_ad_1,desktop
14439,240599,206705,2014-05-02 17:59,2014-05-02 18:12,13,0,gsearch,nonbrand,g_ad_1,desktop
14440,240608,206714,2014-05-02 18:18,2014-05-02 18:33,15,0,gsearch,nonbrand,g_ad_1,desktop
14441,240609,199175,2014-05-02 18:19,2014-05-02 18:35,16,1,NULL,NULL,NULL,desktop
14442,240619,206719,2014-05-02 18:47,2014-05-02 19:00,13,0,gsearch,nonbrand,g_ad_1,desktop
14443,240637,206732,2014-05-02 19:34,2014-05-02 19:51,17,0,bsearch,nonbrand,b_ad_1,desktop
14444,240654,177614,2014-05-02 20:20,2014-05-02 20:33,13,1,gsearch,brand,g_ad_2,desktop
14445,240657,169878,2014-05-02 20:23,2014-05-02 20:35,12,1,NULL,NULL,NULL,desktop
14446,240667,206755,2014-05-02 20:40,2014-05-02 21:01,21,0,gsearch,nonbrand,g_ad_1,desktop
14447,240675,206762,2014-05-02 21:02,2014-05-02 21:19,17,0,NULL,NULL,NULL,desktop
14448,240686,206772,2014-05-02 21:45,2014-05-02 21:55,10,0,gsearch,nonbrand,g_ad_1,desktop
